country,region,population,article_title,revision_id,article_quality
Morocco,NORTHERN AFRICA,37.0,Abderrahmane Amalou,1249089950,Stub
Morocco,NORTHERN AFRICA,37.0,Saaïd Amzazi,1249054415,Stub
Morocco,NORTHERN AFRICA,37.0,Abdessamad Archane,1245185308,Stub
Morocco,NORTHERN AFRICA,37.0,Mustapha Bakkoury,1155781381,C
Morocco,NORTHERN AFRICA,37.0,Ahmed Balafrej,1244050839,C
Morocco,NORTHERN AFRICA,37.0,Abdelouahed Belkeziz,1244051993,Start
Morocco,NORTHERN AFRICA,37.0,Moncef Belkhayat,1244680788,Start
Morocco,NORTHERN AFRICA,37.0,Mehdi Ben Barka,1250624406,C
Morocco,NORTHERN AFRICA,37.0,Mohamed Benchaaboun,1245188693,C
Morocco,NORTHERN AFRICA,37.0,Hakim Benchamach,1244051294,Stub
Morocco,NORTHERN AFRICA,37.0,Ahmed Benjelloun,1245188391,Stub
Morocco,NORTHERN AFRICA,37.0,Omar Benjelloun,1245187417,Start
Morocco,NORTHERN AFRICA,37.0,Fadel Benyaich,1245186940,Start
Morocco,NORTHERN AFRICA,37.0,Driss Benzekri (activist),1244051602,Start
Morocco,NORTHERN AFRICA,37.0,Abderrahim Bouabid,1246010673,Start
Morocco,NORTHERN AFRICA,37.0,M'hamed Boucetta,1243831971,Stub
Morocco,NORTHERN AFRICA,37.0,Nasser Bourita,1243832858,C
Morocco,NORTHERN AFRICA,37.0,Abdelghani Bousta,1243833677,B
Morocco,NORTHERN AFRICA,37.0,Abdelhadi Boutaleb,1245185566,Stub
Morocco,NORTHERN AFRICA,37.0,Brahim Boutaleb,1243832092,Start
Morocco,NORTHERN AFRICA,37.0,Miloud Chaabi,1246871230,C
Morocco,NORTHERN AFRICA,37.0,Mohamed Haddou Chiguer,1243832439,Stub
Morocco,NORTHERN AFRICA,37.0,Rochdi Chraibi,1245329843,Stub
Morocco,NORTHERN AFRICA,37.0,Mohammed al-Hajj ibn Mohammed al-Dila'i,1250398472,Start
Morocco,NORTHERN AFRICA,37.0,Anas Doukkali,1245329508,Stub
Morocco,NORTHERN AFRICA,37.0,Khalihenna Ould Errachid,1215616785,GA
Morocco,NORTHERN AFRICA,37.0,Mohamed El Fassi,1190167672,Start
Morocco,NORTHERN AFRICA,37.0,Ahmed al-Hiba,1241880564,Start
Morocco,NORTHERN AFRICA,37.0,Ahmed ibn Abi Mahalli,1224487470,GA
Morocco,NORTHERN AFRICA,37.0,Abdellatif Jouahri,1246185063,Start
Morocco,NORTHERN AFRICA,37.0,Mohammed Kabbaj,1246358836,Stub
Morocco,NORTHERN AFRICA,37.0,Abdelhafid Kadiri,1243832532,Stub
Morocco,NORTHERN AFRICA,37.0,Abdellah Kadiri,1246403569,Start
Morocco,NORTHERN AFRICA,37.0,Muhammad al-Kattani,1246285307,GA
Morocco,NORTHERN AFRICA,37.0,Khanatha bint Bakkar,1249128711,C
Morocco,NORTHERN AFRICA,37.0,Mohand Laenser,1244052275,Stub
Morocco,NORTHERN AFRICA,37.0,Mohammed Karim Lamrani,1243832238,C
Morocco,NORTHERN AFRICA,37.0,Azzeddine Laraki,1246571939,C
Morocco,NORTHERN AFRICA,37.0,Mohammed VI of Morocco,1250885775,B
Morocco,NORTHERN AFRICA,37.0,Abdelkrim Motii,1245329075,Stub
Morocco,NORTHERN AFRICA,37.0,Khalid Naciri,1244051184,Stub
Morocco,NORTHERN AFRICA,37.0,Mohammed al-Makki al-Nasiri,1245184093,Stub
Morocco,NORTHERN AFRICA,37.0,Zoulikha Nasri,1245185105,Start
Morocco,NORTHERN AFRICA,37.0,Abdelaziz El Omari,1168135452,Start
Morocco,NORTHERN AFRICA,37.0,Ilyas El Omari,1244051318,Stub
Morocco,NORTHERN AFRICA,37.0,Abdellatif Ouahbi,1244051321,Start
Morocco,NORTHERN AFRICA,37.0,Chafik Rachadi,1243833613,C
Morocco,NORTHERN AFRICA,37.0,Abdelwahed Radi,1244843050,Stub
Morocco,NORTHERN AFRICA,37.0,Mohammed Sajid (politician),1245188824,Stub
Morocco,NORTHERN AFRICA,37.0,Sidi al-Ayachi,1245187768,Start
Morocco,NORTHERN AFRICA,37.0,Sidi Hamdi Ould Errachid,1244051074,Start
Morocco,NORTHERN AFRICA,37.0,Fathallah Sijilmassi,1245187124,Start
Morocco,NORTHERN AFRICA,37.0,Mohammed Allal Sinaceur,1243832655,Start
Morocco,NORTHERN AFRICA,37.0,Mohamed Hassan Ouazzani,1245328779,Start
Morocco,NORTHERN AFRICA,37.0,Nasser Zefzafi,1249091080,C
Morocco,NORTHERN AFRICA,37.0,Abdellatif Zeroual,1244051612,Stub
Morocco,NORTHERN AFRICA,37.0,Mohammed Ziane,1245328571,C
Morocco,NORTHERN AFRICA,37.0,Yassir Znagui,1244051523,Stub
Morocco,NORTHERN AFRICA,37.0,Brahim Zniber,1250235910,C
Mozambique,EASTERN AFRICA,33.9,Mário Albino,1042139227,Start
Mozambique,EASTERN AFRICA,33.9,Carlos Cardoso (journalist),1249355860,Start
Mozambique,EASTERN AFRICA,33.9,Afonso Dhlakama,1240532685,C
Mozambique,EASTERN AFRICA,33.9,Helder Francisco Malauene,1065685422,Stub
Mozambique,EASTERN AFRICA,33.9,Janet Mondlane,1246373216,Start
Mozambique,EASTERN AFRICA,33.9,Nyeleti Brooke Mondlane,1226211423,Stub
Mozambique,EASTERN AFRICA,33.9,Basilio Muhate,1246373223,Stub
Mozambique,EASTERN AFRICA,33.9,Murade Isaac Murargy,1041131952,Stub
Mozambique,EASTERN AFRICA,33.9,Antonio Augusto Eduardo Namburete,1232941744,Start
Mozambique,EASTERN AFRICA,33.9,Tomaz Salomão,1246373248,Stub
Mozambique,EASTERN AFRICA,33.9,Marcelino dos Santos,1246373256,C
Mozambique,EASTERN AFRICA,33.9,Stella da Graça Pinto Novo Zeca,1070241018,Stub
Namibia,SOUTHERN AFRICA,2.6,Ben Africa,1222863168,Start
Namibia,SOUTHERN AFRICA,2.6,Hendrina Afrikaner,1154144271,Stub
Namibia,SOUTHERN AFRICA,2.6,Jager Afrikaner,1229945721,Start
Namibia,SOUTHERN AFRICA,2.6,Klaas Afrikaner,1246430439,Stub
Namibia,SOUTHERN AFRICA,2.6,Duminga Ndala,1217984989,Start
Namibia,SOUTHERN AFRICA,2.6,Esme Sophia Isaack,1237419382,Start
Namibia,SOUTHERN AFRICA,2.6,Dap Izaaks,1194709273,Stub
Namibia,SOUTHERN AFRICA,2.6,Gottlob Mbaukua,1214738217,Stub
Namibia,SOUTHERN AFRICA,2.6,John McNab,1209744541,Start
Namibia,SOUTHERN AFRICA,2.6,Maxie Minnaar,1105191855,Start
Namibia,SOUTHERN AFRICA,2.6,Nehale Mpingana,1171515390,Start
Namibia,SOUTHERN AFRICA,2.6,Manasse ǃNoreseb,1015106908,C
Namibia,SOUTHERN AFRICA,2.6,Abner Nuule,1188297660,Stub
Namibia,SOUTHERN AFRICA,2.6,Anna Shiweda,1234683725,Start
Namibia,SOUTHERN AFRICA,2.6,Thimoteus Tjamuaha,1214738431,Stub
Namibia,SOUTHERN AFRICA,2.6,Erastus Tjejamba,1214738394,Stub
Namibia,SOUTHERN AFRICA,2.6,Cornelius van Wyk,1077993801,Stub
Namibia,SOUTHERN AFRICA,2.6,Eben van Zijl,1203276921,Start
Nepal,SOUTH ASIA,30.9,Chet Narayan Acharya,1240717301,Stub
Nepal,SOUTH ASIA,30.9,Sheikh Abul Kalam Azad (Nepali politician),1246987820,C
Nepal,SOUTH ASIA,30.9,Surya Bahadur KC,1236558469,Stub
Nepal,SOUTH ASIA,30.9,Mohan Baral,1174999517,Stub
Nepal,SOUTH ASIA,30.9,Gopal Kumar Basnet,1189925024,Stub
Nepal,SOUTH ASIA,30.9,Dhokal Singh Basnyat,1223085375,Stub
Nepal,SOUTH ASIA,30.9,Chakra Prasad Bastola,1248275701,Start
Nepal,SOUTH ASIA,30.9,Bedraj Singh,1239549671,Stub
Nepal,SOUTH ASIA,30.9,Ghanashyam Bhandari,1241303409,Stub
Nepal,SOUTH ASIA,30.9,Bhim Bahadur Bhandari,1232672287,Stub
Nepal,SOUTH ASIA,30.9,Mahendra Bahadur Bista,1240109611,Stub
Nepal,SOUTH ASIA,30.9,Narayan Prasad Dahal,1241634031,Stub
Nepal,SOUTH ASIA,30.9,Gagan Singh Bhandari,1223075157,Start
Nepal,SOUTH ASIA,30.9,Rajendra Laxmi Gaire,1189923087,Stub
Nepal,SOUTH ASIA,30.9,Harka Gurung,1243223649,Start
Nepal,SOUTH ASIA,30.9,Ram Chandra Jha,1211204880,Start
Nepal,SOUTH ASIA,30.9,Jhalak Bahadur Magar,1241302999,Stub
Nepal,SOUTH ASIA,30.9,Prem Bahadur Kansakar,1206443756,C
Nepal,SOUTH ASIA,30.9,Ek Raj Karki,1241622160,Stub
Nepal,SOUTH ASIA,30.9,Ratneshwar Lal Kayastha,1130432472,Start
Nepal,SOUTH ASIA,30.9,Rajanra KC,1160122772,Stub
Nepal,SOUTH ASIA,30.9,Bishal Khadka,1210988854,Stub
Nepal,SOUTH ASIA,30.9,Devi Khadka,1243242828,Start
Nepal,SOUTH ASIA,30.9,Yadunath Khanal,1229751756,Start
Nepal,SOUTH ASIA,30.9,Gore Bahadur Khapangi,1220894158,Stub
Nepal,SOUTH ASIA,30.9,Koili Devi Chaudhary,1229219802,Stub
Nepal,SOUTH ASIA,30.9,Krishna Kumar B.C.,1152130342,Stub
Nepal,SOUTH ASIA,30.9,Chiri Babu Maharjan,1225880924,C
Nepal,SOUTH ASIA,30.9,Gajraj Mishra,1162142104,C
Nepal,SOUTH ASIA,30.9,Nani Maiya Dahal,1241969646,Start
Nepal,SOUTH ASIA,30.9,Pande family,1245985625,GA
Nepal,SOUTH ASIA,30.9,Ganesh Pandey,1229387790,Start
Nepal,SOUTH ASIA,30.9,Leela Mani Paudyal,1237921754,C
Nepal,SOUTH ASIA,30.9,Khadga Bahadur Pokharel,1153778069,Stub
Nepal,SOUTH ASIA,30.9,Krishna Chandra Nepali Pokharel,1239991520,C
Nepal,SOUTH ASIA,30.9,Bidhyanath Pokhrel,1249925702,Start
Nepal,SOUTH ASIA,30.9,Vrajanath Poudyal,1230206658,Start
Nepal,SOUTH ASIA,30.9,Prakash Bahadur Deuba,1151772869,Stub
Nepal,SOUTH ASIA,30.9,Radhika Tamang,1183662898,Stub
Nepal,SOUTH ASIA,30.9,Laxman Rajbanshi,1092220542,Stub
Nepal,SOUTH ASIA,30.9,Dhir Shumsher Rana,1236923553,FA
Nepal,SOUTH ASIA,30.9,Diamond Shumsher Rana,1213647742,Stub
Nepal,SOUTH ASIA,30.9,Sanjay Kumar Mahato,1238726493,Stub
Nepal,SOUTH ASIA,30.9,Bam Shah,1247940215,Start
Nepal,SOUTH ASIA,30.9,Bishnu Pratap Shah,1230592998,Start
Nepal,SOUTH ASIA,30.9,Santoshi Shahi,1241303141,Stub
Nepal,SOUTH ASIA,30.9,Shukraraj Shastri,1246626604,C
Nepal,SOUTH ASIA,30.9,Sonam Gyalchhen Sherpa,1095759552,Stub
Nepal,SOUTH ASIA,30.9,Sanu Siva,1232670643,Stub
Nepal,SOUTH ASIA,30.9,Bhuwan Bahadur Sunar,1095758222,Stub
Nepal,SOUTH ASIA,30.9,Surya Raj Acharya,1159727043,Start
Nepal,SOUTH ASIA,30.9,Thapa dynasty,1241023946,GA
Nepal,SOUTH ASIA,30.9,Ranabir Singh Thapa,1236926304,GA
Nepal,SOUTH ASIA,30.9,Goma Devi Timilsina,1151619454,Stub
Nepal,SOUTH ASIA,30.9,Yagya Raj Joshi,1240516482,Start
Nepal,SOUTH ASIA,30.9,Dharma Ratna Yami,1236294046,C
Nicaragua,CENTRAL AMERICA,6.8,Guillermo Arce Castaño,1112499974,Stub
Nicaragua,CENTRAL AMERICA,6.8,Oscar Danilo Blandón,1228542724,Start
Nicaragua,CENTRAL AMERICA,6.8,José Francisco Cardenal,1017388553,Start
Nicaragua,CENTRAL AMERICA,6.8,Pedro Joaquín Chamorro Barrios,1235600173,C
Nicaragua,CENTRAL AMERICA,6.8,Juan Sebastián Chamorro,1240734860,C
Nicaragua,CENTRAL AMERICA,6.8,Edipcia Dubón,1230517724,Start
Nicaragua,CENTRAL AMERICA,6.8,Juan Espinosa (politician),1229957977,Start
Nicaragua,CENTRAL AMERICA,6.8,Luis Fley,1241795833,Start
Nicaragua,CENTRAL AMERICA,6.8,George Henriquez,1235950449,C
Nicaragua,CENTRAL AMERICA,6.8,Antonio Lacayo,1238496892,Start
Nicaragua,CENTRAL AMERICA,6.8,Miguel Larreynaga,1229927077,Stub
Nicaragua,CENTRAL AMERICA,6.8,Félix Maradiaga,1218371987,C
Nicaragua,CENTRAL AMERICA,6.8,Nadeska Cuthbert,1231767190,Start
Nicaragua,CENTRAL AMERICA,6.8,Paul Oquist,1176191073,Start
Nicaragua,CENTRAL AMERICA,6.8,Guillermo Daniel Ortega Reyes,1216080109,Stub
Nicaragua,CENTRAL AMERICA,6.8,Maximino Rodríguez Martínez,1163183225,Stub
Nigeria,WESTERN AFRICA,223.8,Aliyu Sabi Abdullahi,1249042452,Start
Nigeria,WESTERN AFRICA,223.8,Mohammed Hassan Abdullahi,1182931622,C
Nigeria,WESTERN AFRICA,223.8,Saidu Musa Abdullahi,1250601335,Start
Nigeria,WESTERN AFRICA,223.8,Shuaib Oba Abdulraheem,1246086159,Start
Nigeria,WESTERN AFRICA,223.8,AbdulRahman AbdulRazaq,1250092836,C
Nigeria,WESTERN AFRICA,223.8,Julius Abure,1246413584,Start
Nigeria,WESTERN AFRICA,223.8,Joe Acha,1246220433,Start
Nigeria,WESTERN AFRICA,223.8,Stephen Makoji Achema,1176790138,Stub
Nigeria,WESTERN AFRICA,223.8,Tajudeen Adeyemi Adefisoye,1127044782,Start
Nigeria,WESTERN AFRICA,223.8,Lateef Adegbite,1247122505,GA
Nigeria,WESTERN AFRICA,223.8,Busari Adelakun,1215434038,Start
Nigeria,WESTERN AFRICA,223.8,Adedeji Adeleke,1241186305,Stub
Nigeria,WESTERN AFRICA,223.8,Adelere Adeyemi Oriolowo,1217429640,Start
Nigeria,WESTERN AFRICA,223.8,Akinwumi Adesina,1246502980,C
Nigeria,WESTERN AFRICA,223.8,Samuel Adesina,1173870499,Stub
Nigeria,WESTERN AFRICA,223.8,Stephen Adewale,1244660968,Start
Nigeria,WESTERN AFRICA,223.8,Malik Ado-Ibrahim,1225494111,Start
Nigeria,WESTERN AFRICA,223.8,Philip Agbese,1247028738,Stub
Nigeria,WESTERN AFRICA,223.8,Michael Ajegbo,1144112517,Start
Nigeria,WESTERN AFRICA,223.8,Abiola Ajimobi,1243007525,C
Nigeria,WESTERN AFRICA,223.8,Princess Pat Ajudua,1224579746,Start
Nigeria,WESTERN AFRICA,223.8,Kayode Ajulo,1250441949,C
Nigeria,WESTERN AFRICA,223.8,Christopher Pere Ajuwa,1244830459,C
Nigeria,WESTERN AFRICA,223.8,Janet Akinrinade,1191877008,Start
Nigeria,WESTERN AFRICA,223.8,Oloye Akin Alabi,1244486498,C
Nigeria,WESTERN AFRICA,223.8,Timi Alaibe,1244807145,C
Nigeria,WESTERN AFRICA,223.8,Tayo Alasoadura,1224409517,Start
Nigeria,WESTERN AFRICA,223.8,Alhaji Idi Farouk,1249041934,Start
Nigeria,WESTERN AFRICA,223.8,Ali Isa,1240307688,Start
Nigeria,WESTERN AFRICA,223.8,Zainab Abubakar Alman,1220763279,Start
Nigeria,WESTERN AFRICA,223.8,William Nwankwo Alo,1231515204,C
Nigeria,WESTERN AFRICA,223.8,Temitope Aluko,1206822680,Start
Nigeria,WESTERN AFRICA,223.8,Akinwunmi Ambode,1246220569,C
Nigeria,WESTERN AFRICA,223.8,Chima Anyaso,1126818356,Stub
Nigeria,WESTERN AFRICA,223.8,Benjamin Anyene,1242620558,Start
Nigeria,WESTERN AFRICA,223.8,Patrick Asadu,1236133136,Stub
Nigeria,WESTERN AFRICA,223.8,Dapo Folorunsho Asaju,1249147332,Start
Nigeria,WESTERN AFRICA,223.8,Tony Ene Asuquo,1246548727,Stub
Nigeria,WESTERN AFRICA,223.8,Chris Ayebusiwa,1239442745,Start
Nigeria,WESTERN AFRICA,223.8,Yusuf Datti Baba-Ahmed,1242968401,C
Nigeria,WESTERN AFRICA,223.8,Hafsat Mohammed Baba,1245241380,C
Nigeria,WESTERN AFRICA,223.8,Jibrin Ndagi Baba,1250408724,Stub
Nigeria,WESTERN AFRICA,223.8,Musa Babayo,1181607116,C
Nigeria,WESTERN AFRICA,223.8,Enitan Badru,1212879104,Start
Nigeria,WESTERN AFRICA,223.8,Hadiza Bala Usman,1248013280,C
Nigeria,WESTERN AFRICA,223.8,Kande Balarabe,1233724373,Stub
Nigeria,WESTERN AFRICA,223.8,Abubakar Tafawa Balewa,1250135459,GA
Nigeria,WESTERN AFRICA,223.8,Michael Opeyemi Bamidele,1248817751,C
Nigeria,WESTERN AFRICA,223.8,Richard Bamisile,1177423765,C
Nigeria,WESTERN AFRICA,223.8,Adebayo Johnson Bankole,1200803605,Start
Nigeria,WESTERN AFRICA,223.8,Mohammed Barkindo,1243329720,C
Nigeria,WESTERN AFRICA,223.8,Ajibola Basiru,1234051957,Start
Nigeria,WESTERN AFRICA,223.8,Sanusi Ado Bayero,1226682853,C
Nigeria,WESTERN AFRICA,223.8,Dele Belgore,1190984573,Start
Nigeria,WESTERN AFRICA,223.8,Mohammed Bello-Koko,1234143023,C
Nigeria,WESTERN AFRICA,223.8,Ahmadu Bello,1246222626,C
Nigeria,WESTERN AFRICA,223.8,Babajimi Adegoke Benson,1246220576,C
Nigeria,WESTERN AFRICA,223.8,Bisayo Busari-Akinnadeju,1224270625,Start
Nigeria,WESTERN AFRICA,223.8,Ibrahim Mohammed Bomai,1248720028,C
Nigeria,WESTERN AFRICA,223.8,Alhaji Hassan Dalhat,1041777508,Stub
Nigeria,WESTERN AFRICA,223.8,Ibrahim Abdullahi Danbaba,1246598552,Start
Nigeria,WESTERN AFRICA,223.8,Ahmed Musa Dangiwa,1200817722,C
Nigeria,WESTERN AFRICA,223.8,David Dafinone,1249772100,Start
Nigeria,WESTERN AFRICA,223.8,Rukayya Dawayya,1246220020,Start
Nigeria,WESTERN AFRICA,223.8,Anamero Sunday Dekeri,1247119892,Start
Nigeria,WESTERN AFRICA,223.8,Tonto Dikeh,1246220034,C
Nigeria,WESTERN AFRICA,223.8,Dipo Dina,1202540135,Start
Nigeria,WESTERN AFRICA,223.8,Bunmi Dipo Salami,1232995202,C
Nigeria,WESTERN AFRICA,223.8,Donald Ojogo,1250250353,Start
Nigeria,WESTERN AFRICA,223.8,Usman Mamman Durkwa,1197400198,Stub
Nigeria,WESTERN AFRICA,223.8,David Edevbie,1249043995,C
Nigeria,WESTERN AFRICA,223.8,Yul Edochie,1249801645,C
Nigeria,WESTERN AFRICA,223.8,Edwin Clark (politician),1197669418,Start
Nigeria,WESTERN AFRICA,223.8,Alex Egbona,1238986408,Start
Nigeria,WESTERN AFRICA,223.8,Chris Ekiyor,1213553243,Start
Nigeria,WESTERN AFRICA,223.8,Ekperikpe Ekpo,1249260265,C
Nigeria,WESTERN AFRICA,223.8,Owoidighe Ekpoatai,1236704701,Start
Nigeria,WESTERN AFRICA,223.8,Alex Ekwueme,1249045033,C
Nigeria,WESTERN AFRICA,223.8,Uzoma Emenike,1250224226,Start
Nigeria,WESTERN AFRICA,223.8,Ken Erics,1246220044,C
Nigeria,WESTERN AFRICA,223.8,Tunde Eso,1186199883,Start
Nigeria,WESTERN AFRICA,223.8,Effiong Okon Eyo,1179809941,Start
Nigeria,WESTERN AFRICA,223.8,Love Ezema,1221676650,Stub
Nigeria,WESTERN AFRICA,223.8,Francis Adenigba Fadahunsi,1158624834,Stub
Nigeria,WESTERN AFRICA,223.8,Femi Falana,1250200022,Start
Nigeria,WESTERN AFRICA,223.8,Ayo Fasanmi,1247053005,Start
Nigeria,WESTERN AFRICA,223.8,Ayo Fayose,1248860898,C
Nigeria,WESTERN AFRICA,223.8,Babatunde Fowler,1188312683,Start
Nigeria,WESTERN AFRICA,223.8,Ismaila Isa Funtua,1218160379,Start
Nigeria,WESTERN AFRICA,223.8,Zakariyau Galadima,1246948271,Stub
Nigeria,WESTERN AFRICA,223.8,Abdullahi Idris Garba,1185669268,Start
Nigeria,WESTERN AFRICA,223.8,Alabo Dakorinama George-Kelly,1216045204,Stub
Nigeria,WESTERN AFRICA,223.8,Boma Goodhead,1206181815,Start
Nigeria,WESTERN AFRICA,223.8,Abdullahi Abubakar Gumel,1250601261,Start
Nigeria,WESTERN AFRICA,223.8,Hadi Sirika,1240578422,C
Nigeria,WESTERN AFRICA,223.8,Hamisu Musa,1240396139,Stub
Nigeria,WESTERN AFRICA,223.8,Cyril Godwin Hart,1241090533,Stub
Nigeria,WESTERN AFRICA,223.8,Herman Hembe,1149491450,Stub
Nigeria,WESTERN AFRICA,223.8,Humphrey Omo-Osagie,1144218043,Start
Nigeria,WESTERN AFRICA,223.8,Gregory Ibe,1245461287,Stub
Nigeria,WESTERN AFRICA,223.8,Akanu Ibiam,1233279599,C
Nigeria,WESTERN AFRICA,223.8,Ibrahim Tako,1246222619,Start
Nigeria,WESTERN AFRICA,223.8,Eric Kelechi Igwe,1225736304,Stub
Nigeria,WESTERN AFRICA,223.8,Dele Gboluga Ikengboju,1236563572,Start
Nigeria,WESTERN AFRICA,223.8,Alvan Ikoku,1227608910,Start
Nigeria,WESTERN AFRICA,223.8,S.G. Ikoku,1140523065,C
Nigeria,WESTERN AFRICA,223.8,Nkechi Ikpeazu,1235151881,Start
Nigeria,WESTERN AFRICA,223.8,Terkimbi Ikyange,1202786191,Start
Nigeria,WESTERN AFRICA,223.8,Neda Imasuen,1246220457,Start
Nigeria,WESTERN AFRICA,223.8,Christopher Imumolen,1220771535,Start
Nigeria,WESTERN AFRICA,223.8,Modupe Irele,1193042351,Start
Nigeria,WESTERN AFRICA,223.8,Joseph Itotoh,1140514519,Stub
Nigeria,WESTERN AFRICA,223.8,Sunday Iyahen,1243726078,C
Nigeria,WESTERN AFRICA,223.8,Osaigbovo Iyoha,1232541045,Start
Nigeria,WESTERN AFRICA,223.8,Rafiu Jafojo,1246220604,Stub
Nigeria,WESTERN AFRICA,223.8,Manasseh Daniel Jatau,1238159613,Stub
Nigeria,WESTERN AFRICA,223.8,Ibrahim Usman Jibril,1250601270,C
Nigeria,WESTERN AFRICA,223.8,Mercy Johnson,1250924023,GA
Nigeria,WESTERN AFRICA,223.8,Alex Kadiri,1250590242,Start
Nigeria,WESTERN AFRICA,223.8,Ahmad Babba Kaita,1250601354,C
Nigeria,WESTERN AFRICA,223.8,Balarabe Shehu Kakale,1246220838,Stub
Nigeria,WESTERN AFRICA,223.8,Dauda Kako Are,1165025935,Stub
Nigeria,WESTERN AFRICA,223.8,Onwuka Kalu,1219858469,C
Nigeria,WESTERN AFRICA,223.8,Idris Garba Kareka,1243414573,Start
Nigeria,WESTERN AFRICA,223.8,Ayodeji Karim,1235211765,C
Nigeria,WESTERN AFRICA,223.8,Mariam Yalwaji Katagum,1222702415,C
Nigeria,WESTERN AFRICA,223.8,Khalil Halilu,1230812938,Start
Nigeria,WESTERN AFRICA,223.8,Kingsley Kuku,1232901103,GA
Nigeria,WESTERN AFRICA,223.8,Ibrahim Aminu Kurami,1223117994,Stub
Nigeria,WESTERN AFRICA,223.8,Abdulkadir Kure,1249044878,Stub
Nigeria,WESTERN AFRICA,223.8,Ahmed Kusamotu,1221714733,Start
Nigeria,WESTERN AFRICA,223.8,Isaac Kwallu,1246139130,Start
Nigeria,WESTERN AFRICA,223.8,Michael Kwanashie,1246565093,C
Nigeria,WESTERN AFRICA,223.8,Abba Kyari,1248451106,C
Nigeria,WESTERN AFRICA,223.8,Titilayo Laoye-Tomori,1246888806,Start
Nigeria,WESTERN AFRICA,223.8,Albert Legogie,1175840512,Stub
Nigeria,WESTERN AFRICA,223.8,Salisu Abubakar Maikasuwa,1246234621,Stub
Nigeria,WESTERN AFRICA,223.8,Khamisu Ahmed Mailantarki,1153781449,Start
Nigeria,WESTERN AFRICA,223.8,Ibrahim Makama Misau,1251041715,Start
Nigeria,WESTERN AFRICA,223.8,Ahmed Marafa,1249041342,Stub
Nigeria,WESTERN AFRICA,223.8,Badiyya Hassan Mashi,1241297432,Start
Nigeria,WESTERN AFRICA,223.8,Louis Mbanefo,1246222636,C
Nigeria,WESTERN AFRICA,223.8,Sebastian Okechukwu Mezu,1164841567,C
Nigeria,WESTERN AFRICA,223.8,Zubby Michael,1249961006,C
Nigeria,WESTERN AFRICA,223.8,Mohammed Sani Idriss,1211656983,Stub
Nigeria,WESTERN AFRICA,223.8,Danladi Mohammed,1118324123,Stub
Nigeria,WESTERN AFRICA,223.8,Janet Nwadiogo Mokelu,1057572468,Start
Nigeria,WESTERN AFRICA,223.8,Fati Muhammad,1246220058,Start
Nigeria,WESTERN AFRICA,223.8,Sunusi Musa,1214808205,Start
Nigeria,WESTERN AFRICA,223.8,Saliu Mustapha,1250321633,Start
Nigeria,WESTERN AFRICA,223.8,Umar Namadi,1250601272,Start
Nigeria,WESTERN AFRICA,223.8,Muhammad Mamman Nami,1200771302,Start
Nigeria,WESTERN AFRICA,223.8,Ajuri Ngelale,1246148444,C
Nigeria,WESTERN AFRICA,223.8,Suleiman Oba Nimota,1147339670,Start
Nigeria,WESTERN AFRICA,223.8,Uchechukwu Nnam-Obi,1242953473,Stub
Nigeria,WESTERN AFRICA,223.8,Frank Nneji,1221528261,Start
Nigeria,WESTERN AFRICA,223.8,Justin Nnorom,1210096515,Start
Nigeria,WESTERN AFRICA,223.8,Blessing Nwagba,1180361858,Start
Nigeria,WESTERN AFRICA,223.8,Dozie Nwankwo,1216142634,Start
Nigeria,WESTERN AFRICA,223.8,Nnia Nwodo,1248330373,Start
Nigeria,WESTERN AFRICA,223.8,Oba C. D. Akran,1140518309,Stub
Nigeria,WESTERN AFRICA,223.8,Patrick Obahiagbon,1191433333,Start
Nigeria,WESTERN AFRICA,223.8,Gaius Obaseki,1238316276,Start
Nigeria,WESTERN AFRICA,223.8,Peter Odey,1249042317,C
Nigeria,WESTERN AFRICA,223.8,Bernard Odoh,1246220787,C
Nigeria,WESTERN AFRICA,223.8,Godwin Ogbaga,1249702099,Start
Nigeria,WESTERN AFRICA,223.8,Chigozie Ogbu,1241972007,Stub
Nigeria,WESTERN AFRICA,223.8,Osita Ogbu,1249458548,C
Nigeria,WESTERN AFRICA,223.8,Chris Ogiemwonyi,1188502780,C
Nigeria,WESTERN AFRICA,223.8,Clem Ohameze,1246220069,Start
Nigeria,WESTERN AFRICA,223.8,Abubakar Sadiku Ohere,1250563956,C
Nigeria,WESTERN AFRICA,223.8,Sinatu Ojikutu,1140522870,Start
Nigeria,WESTERN AFRICA,223.8,Edward Ikem Okeke,1141350487,Start
Nigeria,WESTERN AFRICA,223.8,J. O. J. Okezie,1246965044,Stub
Nigeria,WESTERN AFRICA,223.8,Kenneth Okonkwo,1246220072,Start
Nigeria,WESTERN AFRICA,223.8,Daniel Okungbowa,1246220482,Start
Nigeria,WESTERN AFRICA,223.8,Doyin Okupe,1247060831,GA
Nigeria,WESTERN AFRICA,223.8,Samson Okwu,1159264529,Start
Nigeria,WESTERN AFRICA,223.8,Alabi Hassan Olajoku,1169612000,C
Nigeria,WESTERN AFRICA,223.8,Ali Olanusi,1158721985,Start
Nigeria,WESTERN AFRICA,223.8,Raheem Olawuyi,1140522153,Stub
Nigeria,WESTERN AFRICA,223.8,Funmilayo Olayinka,1230459371,C
Nigeria,WESTERN AFRICA,223.8,Folake Olunloyo,1245626495,Start
Nigeria,WESTERN AFRICA,223.8,Evelyn Omavowan Oboro,1241784585,Stub
